Season	Location	Variety	Disease Response
"None"	"M Pessoba, Mali"	"TGX 1991-22F"	"Unknown"
"None"	"M Pessoba, Mali"	"TGX 2001-13DM"	"Unknown"
"None"	"M Pessoba, Mali"	"TGX 2001-3FM"	"Unknown"
"None"	"M Pessoba, Mali"	"TGX 2001-6FM"	"Unknown"
"None"	"M Pessoba, Mali"	"TGX 2001-8DM"	"Unknown"
"None"	"M Pessoba, Mali"	"TGX 2002-14DM"	"Unknown"
"None"	"M Pessoba, Mali"	"TGX 2002-3DM"	"Unknown"
"None"	"M Pessoba, Mali"	"TGX 2014-16FM"	"Unknown"
"None"	"M Pessoba, Mali"	"TGX 2014-23FM"	"Unknown"
"None"	"M Pessoba, Mali"	"TGX 2014-5GM"	"Unknown"
"None"	"Sikasso, Mali"	"Afayak"	"Unknown"
"None"	"Sikasso, Mali"	"Favour"	"Unknown"
"None"	"Sikasso, Mali"	"G196"	"Unknown"
"None"	"Sikasso, Mali"	"Jenguma"	"Unknown"
"None"	"Sikasso, Mali"	"MAKSOY 1N"	"Unknown"
"None"	"Sikasso, Mali"	"MAKSOY 2N"	"Unknown"
"None"	"Sikasso, Mali"	"MAKSOY 3N"	"Unknown"
"None"	"Sikasso, Mali"	"MAKSOY 4N"	"Unknown"
"None"	"Sikasso, Mali"	"MAKSOY 5N"	"Unknown"
"None"	"Sikasso, Mali"	"Panorama 1"	"Unknown"
"None"	"Sikasso, Mali"	"Panorama 2"	"Unknown"
"None"	"Sikasso, Mali"	"Panorama 27 D"	"Unknown"
"None"	"Sikasso, Mali"	"Panorama 29 I"	"Unknown"
"None"	"Sikasso, Mali"	"Panorama 3"	"Unknown"
"None"	"Sikasso, Mali"	"Panorama 357"	"Unknown"
"None"	"Sikasso, Mali"	"Panorama 358"	"Unknown"
"None"	"Sikasso, Mali"	"Quarshie"	"Unknown"
"None"	"Sikasso, Mali"	"Salintuya-I"	"Unknown"
"None"	"Sikasso, Mali"	"Songda"	"Unknown"
"None"	"Sikasso, Mali"	"Suong-Pungun"	"Unknown"
"None"	"Sikasso, Mali"	"TGX 1991-22F"	"Unknown"
"None"	"Sikasso, Mali"	"TGX 2001-13DM"	"Unknown"
"None"	"Sikasso, Mali"	"TGX 2001-3FM"	"Unknown"
"None"	"Sikasso, Mali"	"TGX 2001-6FM"	"Unknown"
"None"	"Sikasso, Mali"	"TGX 2001-8DM"	"Unknown"
"None"	"Sikasso, Mali"	"TGX 2002-14DM"	"Unknown"
"None"	"Sikasso, Mali"	"TGX 2002-3DM"	"Unknown"
"None"	"Sikasso, Mali"	"TGX 2014-16FM"	"Unknown"
"None"	"Sikasso, Mali"	"TGX 2014-23FM"	"Unknown"
"None"	"Sikasso, Mali"	"TGX 2014-5GM"	"Unknown"
"None"	"Angonia, Mozambique"	"Black Hawk"	"Unknown"
"None"	"Angonia, Mozambique"	"Kaleya"	"Unknown"
"None"	"Angonia, Mozambique"	"KNSOY 001 (Nyala)"	"Unknown"
"None"	"Angonia, Mozambique"	"KNSOY 006 (Gazelle)"	"Unknown"
"None"	"Angonia, Mozambique"	"Lukanga"	"Unknown"
"None"	"Angonia, Mozambique"	"MAKSOY 5N"	"Unknown"
"None"	"Angonia, Mozambique"	"Makwacha"	"Unknown"
"None"	"Angonia, Mozambique"	"MRI DINA"	"Unknown"
"None"	"Angonia, Mozambique"	"NASOKO"	"Unknown"
"None"	"Angonia, Mozambique"	"Panorama 29 I"	"Unknown"
"None"	"Angonia, Mozambique"	"Panorama 3"	"Unknown"
"None"	"Angonia, Mozambique"	"Panorama 358"	"Unknown"
"None"	"Angonia, Mozambique"	"S1079/6/7"	"Unknown"
"None"	"Angonia, Mozambique"	"S1146/5/25"	"Unknown"
"None"	"Angonia, Mozambique"	"S1150/5/22"	"Unknown"
"None"	"Angonia, Mozambique"	"S1180/5/54"	"Unknown"
"None"	"Angonia, Mozambique"	"S1187/5/37"	"Unknown"
"None"	"Angonia, Mozambique"	"SC SAGA"	"Unknown"
"None"	"Angonia, Mozambique"	"SC SIGNAL"	"Unknown"
"None"	"Angonia, Mozambique"	"SC SPIKE"	"Unknown"
"None"	"Angonia, Mozambique"	"SC SQUIRE"	"Unknown"
"None"	"Angonia, Mozambique"	"SC STATUS"	"Unknown"
"None"	"Angonia, Mozambique"	"SNKGM003"	"Unknown"
"None"	"Angonia, Mozambique"	"TGX 1835-10E"	"Unknown"
"None"	"Angonia, Mozambique"	"TGX 1987-62F"	"Unknown"
"None"	"Angonia, Mozambique"	"TGX 1991-22F"	"Unknown"
"None"	"Angonia, Mozambique"	"TGX 2001-11DM"	"Unknown"
"None"	"Angonia, Mozambique"	"TGX 2001-13DM"	"Unknown"
"None"	"Angonia, Mozambique"	"TGX 2001-24FM"	"Unknown"
"None"	"Angonia, Mozambique"	"TGX 2001-3FM"	"Unknown"
"None"	"Angonia, Mozambique"	"TGX 2001-6FM"	"Unknown"
"None"	"Angonia, Mozambique"	"TGX 2001-8DM"	"Unknown"
"None"	"Angonia, Mozambique"	"TGX 2002-14DM"	"Unknown"
"None"	"Angonia, Mozambique"	"TGX 2002-35FM"	"Unknown"
"None"	"Angonia, Mozambique"	"TGX 2002-3FM"	"Unknown"
"None"	"Angonia, Mozambique"	"TGX 2002-9FM"	"Unknown"
"None"	"Angonia, Mozambique"	"TGX 2014-16FM"	"Unknown"
"None"	"Angonia, Mozambique"	"TGX 2014-21FM"	"Unknown"
"None"	"Angonia, Mozambique"	"TGX 2014-23FM"	"Unknown"
"None"	"Angonia, Mozambique"	"TGX 2014-5GM"	"Unknown"
"None"	"Angonia, Mozambique"	"TIKOLORE"	"Unknown"
"None"	"Angonia, Mozambique"	"Zamboane"	"Unknown"
"None"	"Gurue, Mozambique"	"Black Hawk"	"Unknown"
"None"	"Gurue, Mozambique"	"Kaleya"	"Unknown"
"None"	"Gurue, Mozambique"	"Kaleya"	"Unknown"
"None"	"Gurue, Mozambique"	"KNSOY 001 (Nyala)"	"Unknown"
"None"	"Gurue, Mozambique"	"KNSOY 006 (Gazelle)"	"Unknown"
"None"	"Gurue, Mozambique"	"KNSOY 006 (Gazelle)"	"Unknown"
"None"	"Gurue, Mozambique"	"Lukanga"	"Unknown"
"None"	"Gurue, Mozambique"	"Lukanga"	"Unknown"
"None"	"Gurue, Mozambique"	"MAKSOY 5N"	"Unknown"
"None"	"Gurue, Mozambique"	"MAKSOY 5N"	"Unknown"
"None"	"Gurue, Mozambique"	"Makwacha"	"Unknown"
"None"	"Gurue, Mozambique"	"Makwacha"	"Unknown"
"None"	"Gurue, Mozambique"	"MRI DINA"	"Unknown"
"None"	"Gurue, Mozambique"	"NASOKO"	"Unknown"
"None"	"Gurue, Mozambique"	"NASOKO"	"Unknown"
"None"	"Gurue, Mozambique"	"Panorama 29 I"	"Unknown"
"None"	"Gurue, Mozambique"	"Panorama 3"	"Unknown"
"None"	"Gurue, Mozambique"	"Panorama 358"	"Unknown"
"None"	"Gurue, Mozambique"	"S1079/6/7"	"Unknown"
"None"	"Gurue, Mozambique"	"S1079/6/7"	"Unknown"
"None"	"Gurue, Mozambique"	"S1146/5/25"	"Unknown"
"None"	"Gurue, Mozambique"	"S1146/5/25"	"Unknown"
"None"	"Gurue, Mozambique"	"S1150/5/22"	"Unknown"
"None"	"Gurue, Mozambique"	"S1150/5/22"	"Unknown"
"None"	"Gurue, Mozambique"	"S1180/5/54"	"Unknown"
"None"	"Gurue, Mozambique"	"S1180/5/54"	"Unknown"
"None"	"Gurue, Mozambique"	"S1187/5/37"	"Unknown"
"None"	"Gurue, Mozambique"	"SC SAGA"	"Unknown"
"None"	"Gurue, Mozambique"	"SC SAGA"	"Unknown"
"None"	"Gurue, Mozambique"	"SC SIGNAL"	"Unknown"
"None"	"Gurue, Mozambique"	"SC SIGNAL"	"Unknown"
"None"	"Gurue, Mozambique"	"SC SPIKE"	"Unknown"
"None"	"Gurue, Mozambique"	"SC SPIKE"	"Unknown"
"None"	"Gurue, Mozambique"	"SC SQUIRE"	"Unknown"
"None"	"Gurue, Mozambique"	"SC STATUS"	"Unknown"
"None"	"Gurue, Mozambique"	"SNKGM003"	"Unknown"
"None"	"Gurue, Mozambique"	"TGX 1835-10E"	"Unknown"
"None"	"Gurue, Mozambique"	"TGX 1835-10E"	"Unknown"
"None"	"Gurue, Mozambique"	"TGX 1987-62F"	"Unknown"
"None"	"Gurue, Mozambique"	"TGX 1987-62F"	"Unknown"
"None"	"Gurue, Mozambique"	"TGX 1991-22F"	"Unknown"
"None"	"Gurue, Mozambique"	"TGX 1991-22F"	"Unknown"
"None"	"Gurue, Mozambique"	"TGX 2001-11DM"	"Unknown"
"None"	"Gurue, Mozambique"	"TGX 2001-13DM"	"Unknown"
"None"	"Gurue, Mozambique"	"TGX 2001-24FM"	"Unknown"
"None"	"Gurue, Mozambique"	"TGX 2001-3FM"	"Unknown"
"None"	"Gurue, Mozambique"	"TGX 2001-6FM"	"Unknown"
"None"	"Gurue, Mozambique"	"TGX 2001-8DM"	"Unknown"
"None"	"Gurue, Mozambique"	"TGX 2002-14DM"	"Unknown"
"None"	"Gurue, Mozambique"	"TGX 2002-14DM"	"Unknown"
"None"	"Gurue, Mozambique"	"TGX 2002-35FM"	"Unknown"
"None"	"Gurue, Mozambique"	"TGX 2002-3FM"	"Unknown"
"None"	"Gurue, Mozambique"	"TGX 2002-9FM"	"Unknown"
"None"	"Gurue, Mozambique"	"TGX 2014-16FM"	"Unknown"
"None"	"Gurue, Mozambique"	"TGX 2014-16FM"	"Unknown"
"None"	"Gurue, Mozambique"	"TGX 2014-21FM"	"Unknown"
"None"	"Gurue, Mozambique"	"TGX 2014-23FM"	"Unknown"
"None"	"Gurue, Mozambique"	"TGX 2014-5GM"	"Unknown"
"None"	"Gurue, Mozambique"	"TGX 2014-5GM"	"Unknown"
"None"	"Gurue, Mozambique"	"Tikolore"	"Unknown"
"None"	"Gurue, Mozambique"	"TIKOLORE"	"Unknown"
"None"	"Gurue, Mozambique"	"Zamboane"	"Unknown"
"None"	"Gurue, Mozambique"	"Zamboane"	"Unknown"
"None"	"Phoenix, Mozambique"	"Black Hawk"	"Unknown"
"None"	"Phoenix, Mozambique"	"KNSOY 006 (Gazelle)"	"Unknown"
"None"	"Phoenix, Mozambique"	"Kaleya"	"Unknown"
"None"	"Phoenix, Mozambique"	"Lukanga"	"Unknown"
"None"	"Phoenix, Mozambique"	"MAKSOY 5N"	"Unknown"
"None"	"Phoenix, Mozambique"	"Makwacha"	"Unknown"
"None"	"Phoenix, Mozambique"	"MRI DINA"	"Unknown"
"None"	"Phoenix, Mozambique"	"NASOKO"	"Unknown"
"None"	"Phoenix, Mozambique"	"Panorama 29 I"	"Unknown"
"None"	"Phoenix, Mozambique"	"Panorama 3"	"Unknown"
"None"	"Phoenix, Mozambique"	"Panorama 358"	"Unknown"
"None"	"Phoenix, Mozambique"	"S1079/6/7"	"Unknown"
"None"	"Phoenix, Mozambique"	"S1146/5/25"	"Unknown"
"None"	"Phoenix, Mozambique"	"S1150/5/22"	"Unknown"
"None"	"Phoenix, Mozambique"	"S1180/5/54"	"Unknown"
"None"	"Phoenix, Mozambique"	"S1187/5/37"	"Unknown"
"None"	"Phoenix, Mozambique"	"SC SAGA"	"Unknown"
"None"	"Phoenix, Mozambique"	"SC SIGNAL"	"Unknown"
"None"	"Phoenix, Mozambique"	"SC SPIKE"	"Unknown"
"None"	"Phoenix, Mozambique"	"SNKGM003"	"Unknown"
"None"	"Phoenix, Mozambique"	"TGX 1987-62F"	"Unknown"
"None"	"Phoenix, Mozambique"	"TGX 1991-22F"	"Unknown"
"None"	"Phoenix, Mozambique"	"TGX 2001-24FM"	"Unknown"
"None"	"Phoenix, Mozambique"	"TGX 2002-14DM"	"Unknown"
"None"	"Phoenix, Mozambique"	"TGX 2002-35FM"	"Unknown"
"None"	"Phoenix, Mozambique"	"TGX 2002-9FM"	"Unknown"
"None"	"Phoenix, Mozambique"	"TGX 2014-16FM"	"Unknown"
"None"	"Phoenix, Mozambique"	"TGX 2014-21FM"	"Unknown"
"None"	"Phoenix, Mozambique"	"TGX 2014-5GM"	"Unknown"
"None"	"Phoenix, Mozambique"	"Tikolore"	"Unknown"
"None"	"Ibadan, Nigeria"	"Afayak"	"Unknown"
"None"	"Ibadan, Nigeria"	"Favour"	"Unknown"
"None"	"Ibadan, Nigeria"	"Jenguma"	"Unknown"
"None"	"Ibadan, Nigeria"	"MAKSOY 1N"	"Unknown"
"None"	"Ibadan, Nigeria"	"MAKSOY 2N"	"Unknown"
"None"	"Ibadan, Nigeria"	"MAKSOY 3N"	"Unknown"
"None"	"Ibadan, Nigeria"	"MAKSOY 4N"	"Unknown"
"None"	"Ibadan, Nigeria"	"MAKSOY 5N"	"Unknown"
"None"	"Ibadan, Nigeria"	"Panorama 1"	"Unknown"
"None"	"Ibadan, Nigeria"	"Panorama 2"	"Unknown"
"None"	"Ibadan, Nigeria"	"Panorama 27 D"	"Unknown"
"None"	"Ibadan, Nigeria"	"Panorama 29 I"	"Unknown"
"None"	"Ibadan, Nigeria"	"Panorama 3"	"Unknown"
"None"	"Ibadan, Nigeria"	"Panorama 357"	"Unknown"
"None"	"Ibadan, Nigeria"	"Panorama 358"	"Unknown"
"None"	"Ibadan, Nigeria"	"Quarshie"	"Unknown"
"None"	"Ibadan, Nigeria"	"S1079/6/7"	"Unknown"
"None"	"Ibadan, Nigeria"	"S1140/5/4"	"Unknown"
"None"	"Ibadan, Nigeria"	"S1150/5/22"	"Unknown"
"None"	"Ibadan, Nigeria"	"S1180/5/54"	"Unknown"
"None"	"Ibadan, Nigeria"	"Salintuya-I"	"Unknown"
"None"	"Ibadan, Nigeria"	"SC SAGA"	"Unknown"
"None"	"Ibadan, Nigeria"	"SC SAXON"	"Unknown"
"None"	"Ibadan, Nigeria"	"SC SENTINEL"	"Unknown"
"None"	"Ibadan, Nigeria"	"SC SIGNAL"	"Unknown"
"None"	"Ibadan, Nigeria"	"SC SPIKE"	"Unknown"
"None"	"Ibadan, Nigeria"	"SC STATUS"	"Unknown"
"None"	"Ibadan, Nigeria"	"Songda"	"Unknown"
"None"	"Ibadan, Nigeria"	"Suong-Pungun"	"Unknown"
"None"	"Ibadan, Nigeria"	"TGX 1951-3F"	"Unknown"
"None"	"Ibadan, Nigeria"	"TGX 1951-4F"	"Unknown"
"None"	"Ibadan, Nigeria"	"TGX 1987-10F"	"Unknown"
"None"	"Ibadan, Nigeria"	"TGX 1987-62F"	"Unknown"
"None"	"Ibadan, Nigeria"	"TGX 1988-5F"	"Unknown"
"None"	"Ibadan, Nigeria"	"TGX 1989-19F"	"Unknown"
"None"	"Ibadan, Nigeria"	"TGX 1991-22F"	"Unknown"
"None"	"Ibadan, Nigeria"	"TGX 2001-13DM"	"Unknown"
"None"	"Ibadan, Nigeria"	"TGX 2001-3FM"	"Unknown"
"None"	"Ibadan, Nigeria"	"TGX 2001-6FM"	"Unknown"
"None"	"Ibadan, Nigeria"	"TGX 2001-8DM"	"Unknown"
"None"	"Ibadan, Nigeria"	"TGX 2002-14DM"	"Unknown"
"None"	"Ibadan, Nigeria"	"TGX 2002-3DM"	"Unknown"
"None"	"Ibadan, Nigeria"	"TGX 2014-16FM"	"Unknown"
"None"	"Ibadan, Nigeria"	"TGX 2014-23FM"	"Unknown"
"None"	"Ibadan, Nigeria"	"TGX 2014-5GM"	"Unknown"
"None"	"Zaria, Nigeria"	"Afayak"	"Unknown"
"None"	"Zaria, Nigeria"	"Favour"	"Unknown"
"None"	"Zaria, Nigeria"	"Jenguma"	"Unknown"
"None"	"Zaria, Nigeria"	"MAKSOY 1N"	"Unknown"
"None"	"Zaria, Nigeria"	"MAKSOY 2N"	"Unknown"
"None"	"Zaria, Nigeria"	"MAKSOY 3N"	"Unknown"
"None"	"Zaria, Nigeria"	"MAKSOY 4N"	"Unknown"
"None"	"Zaria, Nigeria"	"MAKSOY 5N"	"Unknown"
"None"	"Zaria, Nigeria"	"Panorama 1"	"Unknown"
"None"	"Zaria, Nigeria"	"Panorama 2"	"Unknown"
"None"	"Zaria, Nigeria"	"Panorama 27 D"	"Unknown"
"None"	"Zaria, Nigeria"	"Panorama 29 I"	"Unknown"
"None"	"Zaria, Nigeria"	"Panorama 3"	"Unknown"
"None"	"Zaria, Nigeria"	"Panorama 357"	"Unknown"
"None"	"Zaria, Nigeria"	"Panorama 358"	"Unknown"
"None"	"Zaria, Nigeria"	"Quarshie"	"Unknown"
"None"	"Zaria, Nigeria"	"S1079/6/7"	"Unknown"
"None"	"Zaria, Nigeria"	"S1140/5/4"	"Unknown"
"None"	"Zaria, Nigeria"	"S1150/5/22"	"Unknown"
"None"	"Zaria, Nigeria"	"S1180/5/54"	"Unknown"
"None"	"Zaria, Nigeria"	"Salintuya-I"	"Unknown"
"None"	"Zaria, Nigeria"	"SC SAGA"	"Unknown"
"None"	"Zaria, Nigeria"	"SC SAXON"	"Unknown"
"None"	"Zaria, Nigeria"	"SC SENTINEL"	"Unknown"
"None"	"Zaria, Nigeria"	"SC SIGNAL"	"Unknown"
"None"	"Zaria, Nigeria"	"SC SPIKE"	"Unknown"
"None"	"Zaria, Nigeria"	"SC STATUS"	"Unknown"
"None"	"Zaria, Nigeria"	"Songda"	"Unknown"
"None"	"Zaria, Nigeria"	"Suong-Pungun"	"Unknown"
"None"	"Zaria, Nigeria"	"TGX 1904-6F"	"Unknown"
"None"	"Zaria, Nigeria"	"TGX 1951-3F"	"Unknown"
"None"	"Zaria, Nigeria"	"TGX 1991-22F"	"Unknown"
"None"	"Zaria, Nigeria"	"TGX 2001-13DM"	"Unknown"
"None"	"Zaria, Nigeria"	"TGX 2001-3FM"	"Unknown"
"None"	"Zaria, Nigeria"	"TGX 2001-6FM"	"Unknown"
"None"	"Zaria, Nigeria"	"TGX 2001-8DM"	"Unknown"
"None"	"Zaria, Nigeria"	"TGX 2002-14DM"	"Unknown"
"None"	"Zaria, Nigeria"	"TGX 2002-3DM"	"Unknown"
"None"	"Zaria, Nigeria"	"TGX 2014-16FM"	"Unknown"
"None"	"Zaria, Nigeria"	"TGX 2014-23FM"	"Unknown"
"None"	"Zaria, Nigeria"	"TGX 2014-5GM"	"Unknown"
"None"	"Zaria, Nigeria"	"TGX 1955-4F"	"Unknown"
"None"	"Bugesera, Rwanda"	"CLARK-63K"	"Unknown"
"None"	"Bugesera, Rwanda"	"Lukanga"	"Unknown"
"None"	"Bugesera, Rwanda"	"MAKSOY 1N"	"Unknown"
"None"	"Bugesera, Rwanda"	"MAKSOY 2N"	"Unknown"
"None"	"Bugesera, Rwanda"	"MAKSOY 3N"	"Unknown"
"None"	"Bugesera, Rwanda"	"MAKSOY 5N"	"Unknown"
"None"	"Bugesera, Rwanda"	"NASOKO"	"Unknown"
"None"	"Bugesera, Rwanda"	"Peka-06"	"Unknown"
"None"	"Bugesera, Rwanda"	"Gail (PI548978)"	"Unknown"
"None"	"Bugesera, Rwanda"	"Dare (PI548987)"	"Unknown"
"None"	"Bugesera, Rwanda"	"Mat trang binh dinh (PI615502)"	"Unknown"
"None"	"Bugesera, Rwanda"	"Caviness (PI615582)"	"Unknown"
"None"	"Bugesera, Rwanda"	"SC SAGA"	"Unknown"
"None"	"Bugesera, Rwanda"	"TGX 1987-62F"	"Unknown"
"None"	"Bugesera, Rwanda"	"TGX 1991-22F"	"Unknown"
"None"	"Bugesera, Rwanda"	"TGX 2001-10DM"	"Unknown"
"None"	"Bugesera, Rwanda"	"TGX 2001-13DM"	"Unknown"
"None"	"Bugesera, Rwanda"	"TGX 2001-1DM"	"Unknown"
"None"	"Bugesera, Rwanda"	"TGX 2001-24DM"	"Unknown"
"None"	"Bugesera, Rwanda"	"TGX 2001-3FM"	"Unknown"
"None"	"Bugesera, Rwanda"	"TGX 2001-8DM"	"Unknown"
"None"	"Bugesera, Rwanda"	"TGX 2002-14DM"	"Unknown"
"None"	"Bugesera, Rwanda"	"TGX 2014-19FM"	"Unknown"
"None"	"Bugesera, Rwanda"	"TGX 2014-5GM"	"Unknown"
"None"	"Bugesera, Rwanda"	"Tikolore"	"Unknown"
"None"	"Nyagatare, Rwanda"	"Caviness (PI615582)"	"Unknown"
"None"	"Nyagatare, Rwanda"	"Dare (PI548987)"	"Unknown"
"None"	"Nyagatare, Rwanda"	"Gail (PI548978)"	"Unknown"
"None"	"Nyagatare, Rwanda"	"MAKSOY 1N"	"Unknown"
"None"	"Nyagatare, Rwanda"	"MAKSOY 2N"	"Unknown"
"None"	"Nyagatare, Rwanda"	"MAKSOY 3N"	"Unknown"
"None"	"Nyagatare, Rwanda"	"MAKSOY 4N"	"Unknown"
"None"	"Nyagatare, Rwanda"	"MAKSOY 5N"	"Unknown"
"None"	"Nyagatare, Rwanda"	"Makwacha"	"Unknown"
"None"	"Nyagatare, Rwanda"	"Mat trang binh dinh (PI615502)"	"Unknown"
"None"	"Nyagatare, Rwanda"	"NASOKO"	"Unknown"
"None"	"Nyagatare, Rwanda"	"Peka-06"	"Unknown"
"None"	"Nyagatare, Rwanda"	"SC SAGA"	"Unknown"
"None"	"Nyagatare, Rwanda"	"SCS-1"	"Unknown"
"None"	"Nyagatare, Rwanda"	"TGX 1987-62F"	"Unknown"
"None"	"Nyagatare, Rwanda"	"TGX 2001-10DM"	"Unknown"
"None"	"Nyagatare, Rwanda"	"TGX 2001-13DM"	"Unknown"
"None"	"Nyagatare, Rwanda"	"TGX 2001-1DM"	"Unknown"
"None"	"Nyagatare, Rwanda"	"TGX 2001-24DM"	"Unknown"
"None"	"Nyagatare, Rwanda"	"TGX 2001-3FM"	"Unknown"
"None"	"Nyagatare, Rwanda"	"TGX 2001-8DM"	"Unknown"
"None"	"Nyagatare, Rwanda"	"TGX 2002-14DM"	"Unknown"
"None"	"Nyagatare, Rwanda"	"TGX 2014-19FM"	"Unknown"
"None"	"Nyagatare, Rwanda"	"TGX 2014-5GM"	"Unknown"
"None"	"Nyagatare, Rwanda"	"Tikolore"	"Unknown"
"None"	"Rubona, Rwanda"	"Caviness (PI615582)"	"Unknown"
"None"	"Rubona, Rwanda"	"Dare (PI548987)"	"Unknown"
"None"	"Rubona, Rwanda"	"Gail (PI548978)"	"Unknown"
"None"	"Rubona, Rwanda"	"MAKSOY 1N"	"Unknown"
"None"	"Rubona, Rwanda"	"MAKSOY 2N"	"Unknown"
"None"	"Rubona, Rwanda"	"MAKSOY 3N"	"Unknown"
"None"	"Rubona, Rwanda"	"MAKSOY 4N"	"Unknown"
"None"	"Rubona, Rwanda"	"MAKSOY 5N"	"Unknown"
"None"	"Rubona, Rwanda"	"Makwacha"	"Unknown"
"None"	"Rubona, Rwanda"	"Mat trang binh dinh (PI615502)"	"Unknown"
"None"	"Rubona, Rwanda"	"NASOKO"	"Unknown"
"None"	"Rubona, Rwanda"	"Peka-06"	"Unknown"
"None"	"Rubona, Rwanda"	"SC SAGA"	"Unknown"
"None"	"Rubona, Rwanda"	"SCS-1"	"Unknown"
"None"	"Rubona, Rwanda"	"TGX 1987-62F"	"Unknown"
"None"	"Rubona, Rwanda"	"TGX 2001-10DM"	"Unknown"
"None"	"Rubona, Rwanda"	"TGX 2001-13DM"	"Unknown"
"None"	"Rubona, Rwanda"	"TGX 2001-1DM"	"Unknown"
"None"	"Rubona, Rwanda"	"TGX 2001-24DM"	"Unknown"
"None"	"Rubona, Rwanda"	"TGX 2001-3FM"	"Unknown"
"None"	"Rubona, Rwanda"	"TGX 2001-8DM"	"Unknown"
"None"	"Rubona, Rwanda"	"TGX 2002-14DM"	"Unknown"
"None"	"Rubona, Rwanda"	"TGX 2014-19FM"	"Unknown"
"None"	"Rubona, Rwanda"	"TGX 2014-5GM"	"Unknown"
"None"	"Rubona, Rwanda"	"Tikolore"	"Unknown"
"None"	"Wad Medani, Sudan"	"Afayak"	"Unknown"
"None"	"Wad Medani, Sudan"	"CLARK-63K"	"Unknown"
"None"	"Wad Medani, Sudan"	"Jenguma"	"Unknown"
"None"	"Wad Medani, Sudan"	"Lukanga"	"Unknown"
"None"	"Wad Medani, Sudan"	"MAKSOY 1N"	"Unknown"
"None"	"Wad Medani, Sudan"	"MAKSOY 2N"	"Unknown"
"None"	"Wad Medani, Sudan"	"MAKSOY 3N"	"Unknown"
"None"	"Wad Medani, Sudan"	"MAKSOY 4N"	"Unknown"
"None"	"Wad Medani, Sudan"	"MAKSOY 5N"	"Unknown"
"None"	"Wad Medani, Sudan"	"Makwacha"	"Unknown"
"None"	"Wad Medani, Sudan"	"NASOKO"	"Unknown"
"None"	"Wad Medani, Sudan"	"Quarshie"	"Unknown"
"None"	"Wad Medani, Sudan"	"S1079/6/7"	"Unknown"
"None"	"Wad Medani, Sudan"	"S1140/5/4"	"Unknown"
"None"	"Wad Medani, Sudan"	"S1150/5/22"	"Unknown"
"None"	"Wad Medani, Sudan"	"S1179/5/58"	"Unknown"
"None"	"Wad Medani, Sudan"	"Salintuya-I"	"Unknown"
"None"	"Wad Medani, Sudan"	"SB 8 (DPSB 8)"	"Unknown"
"None"	"Wad Medani, Sudan"	"SC SAGA"	"Unknown"
"None"	"Wad Medani, Sudan"	"SC SENTINEL"	"Unknown"
"None"	"Wad Medani, Sudan"	"SC SIGNAL"	"Unknown"
"None"	"Wad Medani, Sudan"	"SC SPIKE"	"Unknown"
"None"	"Wad Medani, Sudan"	"SCS-1"	"Unknown"
"None"	"Wad Medani, Sudan"	"SNKGM011"	"Unknown"
"None"	"Wad Medani, Sudan"	"Songda"	"Unknown"
"None"	"Wad Medani, Sudan"	"Soya-3"	"Unknown"
"None"	"Wad Medani, Sudan"	"Soya-4"	"Unknown"
"None"	"Wad Medani, Sudan"	"Sudan-1"	"Unknown"
"None"	"Wad Medani, Sudan"	"Sudan-2"	"Unknown"
"None"	"Wad Medani, Sudan"	"Suong-Pungun"	"Unknown"
"None"	"Wad Medani, Sudan"	"TGX 1987-62F"	"Unknown"
"None"	"Wad Medani, Sudan"	"TGX 1988-18F"	"Unknown"
"None"	"Wad Medani, Sudan"	"TGX 1989-60F"	"Unknown"
"None"	"Wad Medani, Sudan"	"TGX 1991-22F"	"Unknown"
"None"	"Wad Medani, Sudan"	"TGX 2001-10DM"	"Unknown"
"None"	"Wad Medani, Sudan"	"TGX 2001-13DM"	"Unknown"
"None"	"Wad Medani, Sudan"	"TGX 2001-1DM"	"Unknown"
"None"	"Wad Medani, Sudan"	"TGX 2001-24DM"	"Unknown"
"None"	"Wad Medani, Sudan"	"TGX 2001-3FM"	"Unknown"
"None"	"Wad Medani, Sudan"	"TGX 2001-8DM"	"Unknown"
"None"	"Wad Medani, Sudan"	"TGX 2002-14DM"	"Unknown"
"None"	"Wad Medani, Sudan"	"TGX 2014-19FM"	"Unknown"
"None"	"Wad Medani, Sudan"	"TGX 2014-5GM"	"Unknown"
"None"	"Wad Medani, Sudan"	"TIKOLORE"	"Unknown"
"None"	"Abi Zardi, Uganda"	"CLARK-63K"	"Unknown"
"None"	"Abi Zardi, Uganda"	"Kaleya"	"Unknown"
"None"	"Abi Zardi, Uganda"	"Lukanga"	"Unknown"
"None"	"Abi Zardi, Uganda"	"MAKSOY 1N"	"Unknown"
"None"	"Abi Zardi, Uganda"	"MAKSOY 2N"	"Unknown"
"None"	"Abi Zardi, Uganda"	"MAKSOY 3N"	"Unknown"
"None"	"Abi Zardi, Uganda"	"MAKSOY 4N"	"Unknown"
"None"	"Abi Zardi, Uganda"	"MAKSOY 5N"	"Unknown"
"None"	"Abi Zardi, Uganda"	"MAKSOY 6N"	"Unknown"
"None"	"Abi Zardi, Uganda"	"Makwacha"	"Unknown"
"None"	"Abi Zardi, Uganda"	"NASOKO"	"Unknown"
"None"	"Abi Zardi, Uganda"	"S1079/6/7"	"Unknown"
